step,UCB1-tuned,Tompson_sampling,RS,RS \gamma,RS opt \gamma
1.0,0.4656263178639694,0.4605309131958992,0.4570585203632284,0.46603504955536096,0.44106357165906995
101.0,41.54350111315816,21.631104560312934,12.607090348439083,22.7103006937469,19.32792779699742
201.0,74.53943206439739,27.990348247280398,16.898136586829818,34.98596752444268,23.939102393063717
301.0,106.76240350615441,32.23755626045973,20.008138740019543,45.59398177845004,27.23390177004102
401.0,133.6938904263144,35.614754404438926,22.399232549260244,54.16201394411404,29.952181624636793
501.0,160.1258149599046,38.39855850793589,24.369599240921477,61.17174458646088,32.16100996182703
601.0,184.08018912577796,40.81304443700523,26.122707213373822,67.00161004062201,34.14515454172153
701.0,206.09350483943768,42.89514812229001,27.755350668121565,71.92814859157768,35.66367662006644
801.0,226.83279958609887,44.871991436916645,29.22281212878335,76.1945705774435,37.16054896893954
901.0,245.99184992615292,47.18065701521337,30.600451273307755,80.02731958981295,38.43674306487595
1001.0,263.40590210746404,49.647989705887674,31.910395113491802,83.23674459737987,39.890781839457524
1101.0,279.9711752396276,51.88414791960481,32.97760348407836,86.17222814915515,41.14700483294098
1201.0,295.5393377640891,54.14737462478618,34.08143696075972,88.70863643805275,42.43467454039922
1301.0,309.8837374947878,56.61333233140761,35.36584126298545,90.9217675952345,43.46254174127711
1401.0,323.30533791752356,58.69812209354577,36.606727533412155,93.02766823093117,44.684978557180344
1501.0,335.9278917947181,60.60544025370413,37.847528919452984,95.04711932957748,46.00078402918223
1601.0,348.2351974312896,62.80128764084808,39.01651349965597,96.7491479965532,47.31572910908377
1701.0,359.52517322255903,64.8675124092548,40.0356571769702,98.3279294231805,48.701396604751004
1801.0,370.68825966766036,66.8497966980429,41.3292046722624,99.89885570290546,50.10393444537159
1901.0,381.23647665225354,69.00400861985797,42.70776968482203,101.62935809380377,51.506144804093715
2001.0,391.5653998194515,71.12633046797033,43.988011084110184,103.12583461912105,52.92242699166047
2101.0,401.1359092109891,73.31321427753608,45.352305222406,104.70246806441313,54.02187128152998
2201.0,410.15587471514004,75.66216776285505,46.65214389636187,106.05969536250721,55.14578953939231
2301.0,419.08037133987347,78.00794437882237,47.943039560578626,107.56709965724048,56.52324838465417
2401.0,427.79647586624094,80.3682326189299,49.12911465300735,108.95476041053095,57.89069669601389
2501.0,436.0148559365248,82.67098849611051,50.31584114709351,110.29075491906764,59.28614511678394
2601.0,443.921869294695,85.37449522338873,51.54888408758094,111.78405920102786,60.54064006082416
2701.0,451.4934844150373,88.09346248415746,53.124450892439896,113.14835737604864,61.796942103128124
2801.0,458.73978854439036,90.86741626342052,54.63468699145587,114.5043226919859,63.3633072347938
2901.0,465.53915965864115,93.60572656131072,56.055991298432765,115.9908053298331,64.82022040603476
3001.0,472.3976874644541,96.35932827345735,57.71062702506038,117.2435913222845,66.21019337863281
3101.0,479.1715971697161,98.86800807901453,59.481776276422266,118.4839020015003,67.44590260099824
3201.0,485.4358648655236,101.42553990178976,61.26088949138552,119.77193051478136,68.68350648242257
3301.0,491.4461249171991,104.18840379090052,62.7834685336971,121.04062537679211,69.85594862939253
3401.0,497.49156979634324,107.06710038998783,64.2836753107403,122.33198654621442,71.17023261011514
3501.0,503.4484089183273,110.03235262892115,65.54947179982223,123.66085497489505,72.56218561180447
3601.0,509.0944146179358,112.95973732025173,66.93093542228164,125.04799407929205,74.25591084301038
3701.0,514.8169489582392,115.67149285958065,68.26084550869669,126.54804462866097,75.73783513603756
3801.0,520.4429740540572,118.50433468420427,69.6670064233267,127.88840579214673,77.08754890717722
3901.0,526.0068045057158,121.52402313495081,71.2271793714842,129.18921766106726,78.36343769124537
4001.0,531.5408381634572,124.91875797532006,72.59895995214058,130.54447938641306,79.8062660817416
4101.0,537.1337948752133,128.46474370263593,74.10642005528078,131.7219801509183,81.04468279904613
4201.0,542.8149507099242,132.2940359812849,75.64590204736955,133.07862359488348,82.420471279941
4301.0,548.2113855306116,136.09517223531628,77.25160227046447,134.4458997213684,83.85182892583084
4401.0,553.6476401545076,139.86607933432626,78.98683130641443,135.85922055468308,85.33097270376453
4501.0,559.102670776519,143.6005494544939,80.94372057702722,137.2781533322731,86.7870063049232
4601.0,564.5389528988941,147.15393234131486,82.71586670005178,138.603420294694,88.31987865063499
4701.0,569.862303871705,150.61442545831036,84.42172139373558,139.83669363927459,89.7825486247335
4801.0,575.1999604133325,154.18171271254096,86.24681328768892,141.17257045977215,91.2975809281927
4901.0,580.4453346004217,157.59358439874103,88.32144930784642,142.42640897466023,92.67133448862141
5001.0,585.6167812860225,160.9525776284169,90.22596403201517,143.71750594826148,94.17618408134415
5101.0,590.8035287844206,164.27008245724372,91.93818548248304,144.85894315071138,95.62236166680489
5201.0,596.0524299323082,167.55538674362373,93.53000704782936,146.01505403139964,96.9923099697198
5301.0,601.1422399288923,171.32895997856428,95.12913354204433,147.30817656153357,98.48741092322528
5401.0,606.1810683701896,175.27106353315457,96.80164917964063,148.6319799971283,100.03814054405481
5501.0,611.2749134522941,179.1951989555136,98.4038825791152,150.05142066089812,101.70967081496003
5601.0,616.3227498177547,183.23624909961387,100.13823109896039,151.35607402169657,103.27270196151252
5701.0,621.4576449253055,187.26922589017616,101.9294572453787,152.69382433902572,104.80525039457284
