step,UCB1-tuned,Tompson_sampling,RS,RS \gamma,RS opt \gamma
55201.0,0.337,0.345,0.648,0.815,0.882
55301.0,0.34,0.342,0.646,0.811,0.881
55401.0,0.342,0.344,0.645,0.815,0.883
55501.0,0.336,0.344,0.644,0.805,0.89
55601.0,0.334,0.339,0.647,0.806,0.893
55701.0,0.331,0.345,0.65,0.818,0.887
55801.0,0.331,0.344,0.65,0.796,0.881
55901.0,0.331,0.338,0.646,0.803,0.876
56001.0,0.331,0.34,0.652,0.808,0.883
56101.0,0.333,0.34,0.658,0.807,0.892
56201.0,0.333,0.336,0.654,0.803,0.887
56301.0,0.327,0.338,0.655,0.803,0.879
56401.0,0.325,0.342,0.654,0.801,0.873
56501.0,0.327,0.333,0.651,0.808,0.886
56601.0,0.326,0.336,0.652,0.813,0.881
56701.0,0.322,0.327,0.656,0.809,0.899
56801.0,0.325,0.334,0.658,0.799,0.889
56901.0,0.325,0.328,0.657,0.803,0.874
57001.0,0.322,0.33,0.663,0.806,0.867
57101.0,0.322,0.33,0.663,0.806,0.875
57201.0,0.319,0.332,0.666,0.805,0.879
57301.0,0.32,0.333,0.664,0.793,0.873
57401.0,0.32,0.321,0.667,0.802,0.876
57501.0,0.319,0.331,0.667,0.799,0.889
57601.0,0.313,0.325,0.671,0.807,0.89
57701.0,0.311,0.335,0.672,0.815,0.88
57801.0,0.309,0.329,0.678,0.802,0.876
57901.0,0.313,0.33,0.675,0.799,0.877
58001.0,0.313,0.328,0.673,0.815,0.886
58101.0,0.318,0.328,0.666,0.793,0.884
58201.0,0.322,0.332,0.669,0.798,0.883
58301.0,0.314,0.324,0.667,0.795,0.882
58401.0,0.314,0.33,0.669,0.807,0.879
58501.0,0.317,0.323,0.667,0.799,0.879
58601.0,0.315,0.324,0.671,0.811,0.885
58701.0,0.316,0.325,0.674,0.808,0.887
58801.0,0.313,0.33,0.676,0.811,0.885
58901.0,0.312,0.326,0.677,0.798,0.883
59001.0,0.311,0.333,0.675,0.815,0.882
59101.0,0.316,0.332,0.67,0.812,0.863
59201.0,0.319,0.338,0.671,0.824,0.878
59301.0,0.319,0.338,0.668,0.817,0.874
59401.0,0.317,0.34,0.658,0.814,0.869
59501.0,0.321,0.34,0.654,0.812,0.873
59601.0,0.32,0.335,0.652,0.808,0.877
59701.0,0.323,0.332,0.649,0.817,0.887
59801.0,0.317,0.329,0.654,0.808,0.891
59901.0,0.32,0.328,0.653,0.824,0.896
60001.0,0.319,0.326,0.648,0.821,0.9
60101.0,0.314,0.327,0.648,0.818,0.89
60201.0,0.317,0.322,0.646,0.816,0.883
60301.0,0.311,0.325,0.652,0.811,0.893
60401.0,0.311,0.327,0.65,0.819,0.891
60501.0,0.309,0.323,0.664,0.823,0.89
60601.0,0.311,0.325,0.662,0.819,0.875
60701.0,0.313,0.325,0.658,0.833,0.864
60801.0,0.313,0.326,0.662,0.83,0.882
60901.0,0.319,0.324,0.66,0.831,0.883
61001.0,0.318,0.319,0.665,0.823,0.875
61101.0,0.311,0.325,0.664,0.83,0.864
61201.0,0.31,0.322,0.667,0.819,0.866
61301.0,0.304,0.319,0.666,0.83,0.873
61401.0,0.304,0.318,0.672,0.838,0.878
61501.0,0.303,0.326,0.678,0.824,0.884
61601.0,0.301,0.323,0.676,0.827,0.892
61701.0,0.3,0.322,0.676,0.834,0.887
61801.0,0.299,0.321,0.679,0.825,0.895
61901.0,0.307,0.327,0.671,0.831,0.88
62001.0,0.297,0.322,0.673,0.832,0.89
62101.0,0.297,0.326,0.672,0.819,0.894
62201.0,0.302,0.325,0.671,0.82,0.892
62301.0,0.305,0.322,0.671,0.823,0.898
62401.0,0.302,0.329,0.668,0.823,0.901
62501.0,0.309,0.332,0.672,0.82,0.895
62601.0,0.301,0.338,0.679,0.819,0.897
62701.0,0.301,0.337,0.677,0.826,0.898
62801.0,0.295,0.337,0.676,0.831,0.891
62901.0,0.3,0.332,0.671,0.829,0.893
63001.0,0.296,0.332,0.671,0.821,0.896
63101.0,0.302,0.331,0.671,0.824,0.883
63201.0,0.299,0.333,0.676,0.825,0.884
63301.0,0.298,0.337,0.673,0.821,0.878
63401.0,0.3,0.337,0.675,0.818,0.88
63501.0,0.299,0.34,0.678,0.832,0.881
63601.0,0.291,0.337,0.676,0.82,0.875
63701.0,0.294,0.332,0.672,0.825,0.866
63801.0,0.298,0.333,0.671,0.819,0.883
63901.0,0.297,0.337,0.673,0.823,0.877
64001.0,0.29,0.34,0.667,0.825,0.876
64101.0,0.29,0.337,0.667,0.816,0.872
64201.0,0.296,0.338,0.669,0.806,0.869
64301.0,0.292,0.334,0.668,0.82,0.874
64401.0,0.302,0.336,0.67,0.815,0.883
64501.0,0.296,0.333,0.663,0.825,0.875
64601.0,0.293,0.337,0.661,0.81,0.868
64701.0,0.296,0.332,0.659,0.828,0.867
64801.0,0.294,0.335,0.657,0.805,0.869
64901.0,0.292,0.33,0.668,0.813,0.868
65001.0,0.295,0.331,0.666,0.818,0.865
65101.0,0.296,0.328,0.662,0.806,0.872
65201.0,0.293,0.326,0.663,0.806,0.874
65301.0,0.294,0.328,0.664,0.803,0.878
65401.0,0.295,0.329,0.664,0.803,0.87
65501.0,0.301,0.332,0.664,0.818,0.871
65601.0,0.304,0.323,0.659,0.817,0.866
65701.0,0.303,0.32,0.653,0.801,0.87
65801.0,0.31,0.328,0.661,0.816,0.862
65901.0,0.304,0.333,0.656,0.817,0.863
66001.0,0.299,0.323,0.659,0.818,0.856
66101.0,0.304,0.323,0.659,0.814,0.859
66201.0,0.304,0.317,0.659,0.828,0.866
66301.0,0.303,0.32,0.667,0.82,0.877
66401.0,0.306,0.314,0.659,0.824,0.866
66501.0,0.308,0.319,0.657,0.814,0.881
66601.0,0.306,0.321,0.654,0.811,0.867
66701.0,0.312,0.317,0.657,0.813,0.859
66801.0,0.302,0.323,0.653,0.814,0.871
66901.0,0.299,0.317,0.657,0.82,0.863
67001.0,0.307,0.322,0.66,0.823,0.872
67101.0,0.303,0.319,0.66,0.817,0.875
67201.0,0.302,0.315,0.661,0.82,0.867
67301.0,0.298,0.318,0.655,0.811,0.866
67401.0,0.301,0.319,0.654,0.815,0.87
67501.0,0.306,0.321,0.658,0.818,0.872
67601.0,0.302,0.32,0.655,0.814,0.871
67701.0,0.305,0.32,0.659,0.819,0.866
67801.0,0.296,0.314,0.657,0.829,0.875
67901.0,0.309,0.319,0.666,0.835,0.866
68001.0,0.305,0.319,0.667,0.828,0.866
68101.0,0.306,0.318,0.665,0.846,0.854
68201.0,0.301,0.321,0.668,0.834,0.869
68301.0,0.303,0.331,0.662,0.842,0.874
68401.0,0.305,0.326,0.658,0.829,0.867
68501.0,0.307,0.32,0.659,0.839,0.867
68601.0,0.31,0.321,0.661,0.828,0.863
68701.0,0.307,0.324,0.663,0.851,0.873
68801.0,0.305,0.325,0.66,0.846,0.862
68901.0,0.303,0.325,0.663,0.843,0.874
69001.0,0.302,0.32,0.662,0.84,0.875
69101.0,0.306,0.329,0.665,0.839,0.863
69201.0,0.304,0.336,0.668,0.836,0.872
69301.0,0.303,0.327,0.671,0.832,0.864
69401.0,0.301,0.331,0.671,0.837,0.867
69501.0,0.299,0.331,0.67,0.836,0.872
69601.0,0.303,0.322,0.665,0.833,0.871
69701.0,0.296,0.325,0.66,0.835,0.873
69801.0,0.299,0.324,0.662,0.819,0.869
69901.0,0.301,0.322,0.66,0.834,0.877
70001.0,0.294,0.326,0.662,0.848,0.883
70101.0,0.291,0.324,0.662,0.84,0.883
70201.0,0.292,0.328,0.664,0.838,0.891
70301.0,0.289,0.325,0.653,0.829,0.896
70401.0,0.286,0.331,0.656,0.837,0.892
70501.0,0.287,0.324,0.654,0.842,0.888
70601.0,0.282,0.321,0.65,0.828,0.893
70701.0,0.28,0.319,0.649,0.842,0.896
70801.0,0.28,0.322,0.648,0.835,0.9
70901.0,0.283,0.32,0.649,0.841,0.902
71001.0,0.28,0.316,0.66,0.833,0.897
71101.0,0.277,0.316,0.665,0.836,0.892
71201.0,0.273,0.321,0.662,0.838,0.893
71301.0,0.276,0.323,0.67,0.836,0.88
71401.0,0.277,0.322,0.664,0.845,0.887
71501.0,0.286,0.315,0.667,0.845,0.888
71601.0,0.28,0.318,0.665,0.832,0.889
71701.0,0.284,0.315,0.668,0.833,0.886
71801.0,0.284,0.316,0.663,0.832,0.889
71901.0,0.284,0.316,0.662,0.838,0.884
72001.0,0.279,0.322,0.657,0.828,0.882
72101.0,0.275,0.321,0.659,0.831,0.885
72201.0,0.279,0.314,0.66,0.831,0.882
72301.0,0.272,0.317,0.668,0.818,0.885
72401.0,0.277,0.317,0.665,0.815,0.874
72501.0,0.266,0.316,0.66,0.826,0.877
72601.0,0.27,0.314,0.663,0.826,0.883
72701.0,0.266,0.31,0.665,0.825,0.88
72801.0,0.264,0.309,0.667,0.818,0.868
72901.0,0.269,0.313,0.664,0.822,0.886
73001.0,0.266,0.312,0.667,0.82,0.877
73101.0,0.267,0.323,0.666,0.826,0.881
73201.0,0.269,0.315,0.655,0.823,0.882
73301.0,0.272,0.31,0.661,0.83,0.892
73401.0,0.267,0.313,0.661,0.838,0.874
73501.0,0.269,0.308,0.655,0.836,0.885
73601.0,0.267,0.309,0.653,0.831,0.88
73701.0,0.268,0.305,0.654,0.829,0.875
73801.0,0.274,0.306,0.66,0.835,0.879
73901.0,0.276,0.309,0.66,0.826,0.883
74001.0,0.275,0.303,0.655,0.833,0.878
74101.0,0.279,0.304,0.656,0.826,0.875
74201.0,0.284,0.305,0.658,0.83,0.862
74301.0,0.276,0.3,0.66,0.833,0.866
74401.0,0.278,0.31,0.663,0.833,0.869
74501.0,0.282,0.3,0.662,0.832,0.87
74601.0,0.274,0.299,0.668,0.839,0.873
74701.0,0.278,0.305,0.669,0.839,0.862
74801.0,0.281,0.301,0.671,0.834,0.878
74901.0,0.278,0.297,0.668,0.838,0.884
75001.0,0.279,0.299,0.663,0.828,0.89
75101.0,0.271,0.299,0.662,0.84,0.889
75201.0,0.277,0.297,0.663,0.833,0.883
75301.0,0.278,0.295,0.664,0.837,0.876
75401.0,0.276,0.292,0.661,0.831,0.885
75501.0,0.278,0.295,0.661,0.836,0.872
75601.0,0.278,0.292,0.66,0.837,0.878
75701.0,0.275,0.293,0.66,0.829,0.871
75801.0,0.277,0.29,0.662,0.83,0.872
75901.0,0.274,0.291,0.66,0.826,0.879
76001.0,0.277,0.296,0.662,0.825,0.878
76101.0,0.276,0.298,0.659,0.822,0.879
76201.0,0.275,0.298,0.664,0.842,0.885
76301.0,0.275,0.298,0.666,0.826,0.875
76401.0,0.277,0.295,0.673,0.828,0.882
76501.0,0.268,0.302,0.669,0.831,0.889
76601.0,0.271,0.294,0.667,0.833,0.887
76701.0,0.276,0.291,0.665,0.82,0.886
76801.0,0.267,0.294,0.658,0.82,0.89
76901.0,0.272,0.289,0.657,0.828,0.882
77001.0,0.271,0.292,0.655,0.824,0.87
77101.0,0.27,0.294,0.659,0.817,0.869
77201.0,0.267,0.296,0.654,0.818,0.881
77301.0,0.27,0.295,0.651,0.813,0.874
77401.0,0.265,0.295,0.656,0.823,0.87
77501.0,0.272,0.3,0.655,0.815,0.87
77601.0,0.266,0.294,0.653,0.807,0.879
77701.0,0.266,0.292,0.652,0.808,0.876
77801.0,0.273,0.294,0.646,0.81,0.87
77901.0,0.276,0.297,0.646,0.82,0.874
78001.0,0.279,0.295,0.649,0.814,0.879
78101.0,0.278,0.298,0.646,0.824,0.873
78201.0,0.274,0.296,0.648,0.814,0.884
78301.0,0.28,0.297,0.643,0.819,0.885
78401.0,0.279,0.3,0.649,0.826,0.885
78501.0,0.275,0.305,0.649,0.817,0.884
78601.0,0.276,0.298,0.644,0.835,0.878
78701.0,0.276,0.302,0.641,0.824,0.888
78801.0,0.278,0.3,0.643,0.827,0.875
78901.0,0.282,0.303,0.647,0.83,0.878
79001.0,0.279,0.3,0.645,0.825,0.877
79101.0,0.281,0.305,0.639,0.83,0.875
79201.0,0.284,0.305,0.635,0.828,0.879
79301.0,0.286,0.307,0.625,0.823,0.875
79401.0,0.282,0.31,0.625,0.825,0.873
79501.0,0.278,0.307,0.624,0.831,0.886
79601.0,0.284,0.306,0.62,0.833,0.886
79701.0,0.282,0.3,0.62,0.831,0.881
79801.0,0.285,0.304,0.624,0.831,0.884
79901.0,0.286,0.302,0.624,0.82,0.89
80001.0,0.282,0.302,0.627,0.821,0.876
80101.0,0.277,0.301,0.624,0.817,0.876
80201.0,0.278,0.298,0.629,0.816,0.882
80301.0,0.28,0.298,0.633,0.814,0.885
80401.0,0.28,0.294,0.636,0.821,0.882
80501.0,0.275,0.294,0.639,0.814,0.873
80601.0,0.271,0.292,0.637,0.83,0.893
80701.0,0.269,0.288,0.639,0.823,0.877
80801.0,0.275,0.288,0.635,0.819,0.885
80901.0,0.272,0.285,0.631,0.831,0.881
81001.0,0.265,0.289,0.629,0.817,0.885
81101.0,0.265,0.283,0.633,0.816,0.88
81201.0,0.272,0.286,0.633,0.824,0.89
81301.0,0.27,0.285,0.633,0.833,0.889
81401.0,0.274,0.286,0.63,0.819,0.892
81501.0,0.275,0.287,0.634,0.817,0.887
81601.0,0.272,0.286,0.63,0.832,0.894
81701.0,0.272,0.286,0.626,0.812,0.893
81801.0,0.267,0.289,0.629,0.82,0.882
81901.0,0.273,0.284,0.625,0.822,0.878
82001.0,0.271,0.285,0.62,0.818,0.876
82101.0,0.275,0.292,0.621,0.812,0.876
82201.0,0.276,0.29,0.62,0.808,0.876
82301.0,0.282,0.29,0.61,0.81,0.882
82401.0,0.275,0.293,0.614,0.812,0.874
82501.0,0.275,0.293,0.611,0.816,0.88
82601.0,0.279,0.293,0.613,0.824,0.877
82701.0,0.274,0.298,0.606,0.806,0.878
82801.0,0.276,0.296,0.605,0.811,0.885
82901.0,0.278,0.294,0.599,0.804,0.875
83001.0,0.277,0.294,0.6,0.811,0.878
83101.0,0.278,0.303,0.596,0.812,0.869
83201.0,0.277,0.301,0.599,0.812,0.882
83301.0,0.281,0.299,0.604,0.82,0.883
83401.0,0.285,0.299,0.602,0.819,0.868
83501.0,0.287,0.298,0.602,0.831,0.874
83601.0,0.289,0.296,0.602,0.81,0.875
83701.0,0.295,0.297,0.595,0.824,0.876
83801.0,0.29,0.29,0.596,0.826,0.878
83901.0,0.29,0.294,0.598,0.826,0.881
84001.0,0.294,0.292,0.594,0.826,0.883
84101.0,0.291,0.287,0.596,0.818,0.88
84201.0,0.29,0.291,0.597,0.828,0.879
84301.0,0.29,0.287,0.594,0.825,0.888
84401.0,0.286,0.287,0.603,0.826,0.888
84501.0,0.291,0.287,0.601,0.825,0.886
84601.0,0.284,0.291,0.599,0.821,0.881
84701.0,0.29,0.286,0.593,0.825,0.876
84801.0,0.292,0.287,0.589,0.83,0.887
84901.0,0.29,0.284,0.587,0.833,0.876
85001.0,0.288,0.281,0.585,0.817,0.878
85101.0,0.284,0.287,0.583,0.814,0.878
85201.0,0.281,0.285,0.585,0.815,0.87
85301.0,0.288,0.282,0.583,0.822,0.872
85401.0,0.287,0.281,0.583,0.811,0.886
85501.0,0.285,0.286,0.588,0.819,0.877
85601.0,0.287,0.284,0.587,0.816,0.88
85701.0,0.287,0.286,0.59,0.815,0.88
85801.0,0.286,0.281,0.589,0.826,0.894
85901.0,0.289,0.277,0.589,0.822,0.887
86001.0,0.291,0.279,0.592,0.824,0.899
86101.0,0.292,0.279,0.592,0.818,0.899
86201.0,0.288,0.282,0.589,0.817,0.891
86301.0,0.289,0.284,0.591,0.818,0.892
86401.0,0.294,0.297,0.588,0.819,0.899
86501.0,0.29,0.292,0.592,0.822,0.883
86601.0,0.298,0.287,0.585,0.824,0.886
86701.0,0.295,0.289,0.582,0.827,0.898
86801.0,0.29,0.284,0.584,0.815,0.888
86901.0,0.291,0.285,0.583,0.828,0.887
87001.0,0.288,0.291,0.582,0.824,0.872
87101.0,0.291,0.289,0.58,0.822,0.87
87201.0,0.292,0.292,0.582,0.824,0.872
87301.0,0.293,0.296,0.586,0.82,0.884
87401.0,0.291,0.292,0.587,0.823,0.885
87501.0,0.287,0.297,0.588,0.82,0.882
87601.0,0.283,0.303,0.588,0.821,0.877
87701.0,0.285,0.294,0.585,0.823,0.887
87801.0,0.283,0.302,0.59,0.833,0.892
87901.0,0.281,0.298,0.594,0.828,0.893
88001.0,0.286,0.304,0.593,0.829,0.88
88101.0,0.283,0.303,0.596,0.823,0.887
88201.0,0.283,0.3,0.595,0.824,0.879
88301.0,0.29,0.303,0.592,0.839,0.886
88401.0,0.29,0.301,0.592,0.838,0.886
88501.0,0.285,0.294,0.591,0.835,0.891
88601.0,0.29,0.293,0.595,0.841,0.883
88701.0,0.286,0.291,0.594,0.842,0.891
88801.0,0.282,0.296,0.594,0.847,0.887
88901.0,0.289,0.293,0.596,0.836,0.882
89001.0,0.291,0.295,0.596,0.834,0.889
89101.0,0.29,0.293,0.597,0.828,0.886
89201.0,0.289,0.29,0.592,0.827,0.88
89301.0,0.289,0.289,0.594,0.824,0.881
89401.0,0.296,0.288,0.595,0.83,0.881
89501.0,0.293,0.29,0.597,0.828,0.882
89601.0,0.296,0.287,0.598,0.831,0.875
89701.0,0.294,0.284,0.597,0.842,0.87
89801.0,0.291,0.284,0.594,0.842,0.866
89901.0,0.291,0.279,0.593,0.831,0.868
90001.0,0.29,0.277,0.594,0.849,0.877
90101.0,0.288,0.28,0.598,0.837,0.878
90201.0,0.288,0.285,0.602,0.845,0.872
90301.0,0.288,0.275,0.594,0.844,0.867
90401.0,0.287,0.28,0.594,0.844,0.872
90501.0,0.288,0.282,0.592,0.829,0.876
90601.0,0.288,0.28,0.595,0.84,0.879
90701.0,0.291,0.285,0.593,0.847,0.883
90801.0,0.291,0.282,0.596,0.848,0.88
90901.0,0.289,0.28,0.598,0.844,0.889
91001.0,0.286,0.275,0.588,0.847,0.892
91101.0,0.286,0.283,0.587,0.843,0.888
91201.0,0.286,0.283,0.584,0.832,0.886
91301.0,0.284,0.282,0.592,0.83,0.887
91401.0,0.284,0.282,0.593,0.847,0.89
91501.0,0.281,0.283,0.589,0.839,0.889
91601.0,0.281,0.28,0.591,0.831,0.886
91701.0,0.281,0.29,0.59,0.83,0.884
91801.0,0.281,0.288,0.589,0.844,0.888
91901.0,0.287,0.285,0.592,0.851,0.89
92001.0,0.286,0.286,0.59,0.851,0.895
92101.0,0.29,0.288,0.588,0.853,0.887
92201.0,0.293,0.289,0.586,0.843,0.88
92301.0,0.294,0.292,0.588,0.839,0.889
92401.0,0.297,0.291,0.595,0.844,0.891
92501.0,0.295,0.289,0.591,0.845,0.899
92601.0,0.289,0.294,0.598,0.855,0.893
92701.0,0.29,0.293,0.6,0.847,0.892
92801.0,0.294,0.295,0.598,0.84,0.892
92901.0,0.289,0.29,0.597,0.861,0.896
93001.0,0.284,0.286,0.596,0.849,0.896
93101.0,0.292,0.288,0.598,0.837,0.889
93201.0,0.289,0.291,0.597,0.829,0.885
93301.0,0.285,0.289,0.6,0.833,0.893
93401.0,0.289,0.296,0.597,0.831,0.892
93501.0,0.288,0.292,0.596,0.835,0.892
93601.0,0.29,0.295,0.6,0.834,0.888
93701.0,0.289,0.3,0.597,0.832,0.893
93801.0,0.29,0.294,0.596,0.847,0.89
93901.0,0.287,0.294,0.597,0.843,0.883
94001.0,0.291,0.298,0.592,0.838,0.895
94101.0,0.284,0.292,0.591,0.84,0.891
94201.0,0.286,0.289,0.588,0.842,0.891
94301.0,0.28,0.291,0.591,0.839,0.892
94401.0,0.279,0.293,0.592,0.833,0.893
94501.0,0.281,0.292,0.592,0.835,0.893
94601.0,0.276,0.298,0.589,0.845,0.881
94701.0,0.274,0.292,0.59,0.83,0.883
94801.0,0.269,0.296,0.585,0.822,0.887
94901.0,0.274,0.303,0.584,0.835,0.879
95001.0,0.272,0.301,0.58,0.835,0.886
95101.0,0.269,0.306,0.578,0.834,0.891
95201.0,0.268,0.295,0.576,0.834,0.886
95301.0,0.267,0.293,0.575,0.835,0.891
95401.0,0.264,0.291,0.576,0.832,0.894
95501.0,0.266,0.291,0.574,0.83,0.887
95601.0,0.266,0.286,0.574,0.834,0.885
95701.0,0.268,0.29,0.579,0.836,0.88
95801.0,0.262,0.289,0.58,0.846,0.882
95901.0,0.266,0.291,0.576,0.834,0.881
96001.0,0.268,0.296,0.574,0.844,0.869
96101.0,0.269,0.296,0.578,0.841,0.869
96201.0,0.273,0.294,0.581,0.84,0.865
96301.0,0.271,0.296,0.579,0.841,0.864
96401.0,0.271,0.291,0.581,0.83,0.862
96501.0,0.267,0.29,0.585,0.839,0.872
96601.0,0.271,0.287,0.587,0.831,0.868
96701.0,0.268,0.285,0.596,0.835,0.877
96801.0,0.263,0.285,0.593,0.838,0.866
96901.0,0.264,0.282,0.597,0.843,0.863
97001.0,0.267,0.28,0.594,0.839,0.873
97101.0,0.269,0.283,0.59,0.833,0.87
97201.0,0.27,0.287,0.588,0.843,0.881
97301.0,0.273,0.281,0.592,0.834,0.874
97401.0,0.274,0.282,0.591,0.834,0.869
97501.0,0.277,0.288,0.591,0.837,0.873
97601.0,0.278,0.288,0.589,0.835,0.873
97701.0,0.277,0.29,0.591,0.835,0.877
97801.0,0.276,0.293,0.59,0.839,0.867
97901.0,0.278,0.287,0.592,0.845,0.886
98001.0,0.279,0.291,0.587,0.833,0.886
98101.0,0.281,0.286,0.586,0.843,0.893
98201.0,0.283,0.285,0.584,0.84,0.879
98301.0,0.283,0.293,0.581,0.844,0.876
98401.0,0.281,0.288,0.587,0.847,0.884
98501.0,0.283,0.29,0.588,0.838,0.888
98601.0,0.285,0.287,0.59,0.846,0.888
98701.0,0.285,0.28,0.59,0.851,0.872
98801.0,0.282,0.28,0.598,0.843,0.877
98901.0,0.283,0.281,0.595,0.834,0.879
99001.0,0.284,0.279,0.594,0.846,0.875
99101.0,0.284,0.279,0.591,0.844,0.873
99201.0,0.287,0.279,0.594,0.826,0.876
99301.0,0.287,0.282,0.594,0.833,0.863
99401.0,0.285,0.278,0.595,0.833,0.87
99501.0,0.285,0.28,0.603,0.841,0.871
99601.0,0.285,0.274,0.603,0.831,0.876
99701.0,0.284,0.276,0.603,0.839,0.869
99801.0,0.283,0.28,0.605,0.843,0.877
99901.0,0.286,0.277,0.597,0.839,0.879
